"QC_Record_ID","Batch_ID","Sample_ID","Analyte_ID","Value","Unit","Method_ID","Spec_Rev","LSL","USL","Qualifier","Sample_TS","Result_TS","Is_Final","Approval_Status","Spec_Status","Data_Origin","Target"
"SIM-S0048-Q-LPC_1p0","SIM-S0048","SIM-S0048-S","LPC_1p0","77.3404","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T21:45:00Z","2026-09-01T22:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0048-Q-Zeta","SIM-S0048","SIM-S0048-S","Zeta","-38.9638","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T21:45:00Z","2026-09-01T22:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0048-Q-Fe","SIM-S0048","SIM-S0048-S","Fe","0.3066","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T21:45:00Z","2026-09-01T22:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0049-Q-pH","SIM-S0049","SIM-S0049-S","pH","9.8925","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0049-Q-Solids","SIM-S0049","SIM-S0049-S","Solids","10.1236","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0049-Q-Viscosity","SIM-S0049","SIM-S0049-S","Viscosity","1.7005","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0049-Q-D50","SIM-S0049","SIM-S0049-S","D50","90.6704","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0049-Q-D90","SIM-S0049","SIM-S0049-S","D90","132.2236","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0049-Q-LPC_0p5","SIM-S0049","SIM-S0049-S","LPC_0p5","711.2606","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0049-Q-LPC_1p0","SIM-S0049","SIM-S0049-S","LPC_1p0","66.685","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0049-Q-Zeta","SIM-S0049","SIM-S0049-S","Zeta","-42.1817","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0049-Q-Fe","SIM-S0049","SIM-S0049-S","Fe","0.2994","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0050-Q-pH","SIM-S0050","SIM-S0050-S","pH","10.2054","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0050-Q-Solids","SIM-S0050","SIM-S0050-S","Solids","9.9648","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0050-Q-Viscosity","SIM-S0050","SIM-S0050-S","Viscosity","1.8196","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0050-Q-D50","SIM-S0050","SIM-S0050-S","D50","90.4645","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0050-Q-D90","SIM-S0050","SIM-S0050-S","D90","123.5295","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0050-Q-LPC_0p5","SIM-S0050","SIM-S0050-S","LPC_0p5","1257.6541","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0050-Q-LPC_1p0","SIM-S0050","SIM-S0050-S","LPC_1p0","68.576","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0050-Q-Zeta","SIM-S0050","SIM-S0050-S","Zeta","-38.7579","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0050-Q-Fe","SIM-S0050","SIM-S0050-S","Fe","0.274","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0051-Q-pH","SIM-S0051","SIM-S0051-S","pH","10.0167","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0051-Q-Solids","SIM-S0051","SIM-S0051-S","Solids","9.9715","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0051-Q-Viscosity","SIM-S0051","SIM-S0051-S","Viscosity","1.8119","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0051-Q-D50","SIM-S0051","SIM-S0051-S","D50","90.0752","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0051-Q-D90","SIM-S0051","SIM-S0051-S","D90","125.8211","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0051-Q-LPC_0p5","SIM-S0051","SIM-S0051-S","LPC_0p5","622.1827","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0051-Q-LPC_1p0","SIM-S0051","SIM-S0051-S","LPC_1p0","94.8442","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0051-Q-Zeta","SIM-S0051","SIM-S0051-S","Zeta","-40.4911","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0051-Q-Fe","SIM-S0051","SIM-S0051-S","Fe","0.2667","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-01T23:15:00Z","2026-09-02T00:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0052-Q-pH","SIM-S0052","SIM-S0052-S","pH","10.0413","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0052-Q-Solids","SIM-S0052","SIM-S0052-S","Solids","10.0058","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0052-Q-Viscosity","SIM-S0052","SIM-S0052-S","Viscosity","1.5937","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0052-Q-D50","SIM-S0052","SIM-S0052-S","D50","90.9721","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0052-Q-D90","SIM-S0052","SIM-S0052-S","D90","130.9364","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0052-Q-LPC_0p5","SIM-S0052","SIM-S0052-S","LPC_0p5","1238.6023","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0052-Q-LPC_1p0","SIM-S0052","SIM-S0052-S","LPC_1p0","73.7354","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0052-Q-Zeta","SIM-S0052","SIM-S0052-S","Zeta","-40.2473","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0052-Q-Fe","SIM-S0052","SIM-S0052-S","Fe","0.3416","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0053-Q-pH","SIM-S0053","SIM-S0053-S","pH","9.9842","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0053-Q-Solids","SIM-S0053","SIM-S0053-S","Solids","9.8543","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0053-Q-Viscosity","SIM-S0053","SIM-S0053-S","Viscosity","1.5873","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0053-Q-D50","SIM-S0053","SIM-S0053-S","D50","90.2715","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0053-Q-D90","SIM-S0053","SIM-S0053-S","D90","135.4883","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0053-Q-LPC_0p5","SIM-S0053","SIM-S0053-S","LPC_0p5","1054.5608","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0053-Q-LPC_1p0","SIM-S0053","SIM-S0053-S","LPC_1p0","88.3282","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0053-Q-Zeta","SIM-S0053","SIM-S0053-S","Zeta","-39.3385","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0053-Q-Fe","SIM-S0053","SIM-S0053-S","Fe","0.2881","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0054-Q-pH","SIM-S0054","SIM-S0054-S","pH","9.986","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0054-Q-Solids","SIM-S0054","SIM-S0054-S","Solids","10.0324","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0054-Q-Viscosity","SIM-S0054","SIM-S0054-S","Viscosity","1.727","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0054-Q-D50","SIM-S0054","SIM-S0054-S","D50","94.5411","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0054-Q-D90","SIM-S0054","SIM-S0054-S","D90","137.8687","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0054-Q-LPC_0p5","SIM-S0054","SIM-S0054-S","LPC_0p5","869.0017","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0054-Q-LPC_1p0","SIM-S0054","SIM-S0054-S","LPC_1p0","79.0515","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0054-Q-Zeta","SIM-S0054","SIM-S0054-S","Zeta","-39.4219","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0054-Q-Fe","SIM-S0054","SIM-S0054-S","Fe","0.3312","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-02T00:45:00Z","2026-09-02T01:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0055-Q-pH","SIM-S0055","SIM-S0055-S","pH","10.0933","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0055-Q-Solids","SIM-S0055","SIM-S0055-S","Solids","10.0895","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0055-Q-Viscosity","SIM-S0055","SIM-S0055-S","Viscosity","1.7119","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0055-Q-D50","SIM-S0055","SIM-S0055-S","D50","89.4604","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0055-Q-D90","SIM-S0055","SIM-S0055-S","D90","136.3101","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0055-Q-LPC_0p5","SIM-S0055","SIM-S0055-S","LPC_0p5","881.2113","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0055-Q-LPC_1p0","SIM-S0055","SIM-S0055-S","LPC_1p0","76.2345","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0055-Q-Zeta","SIM-S0055","SIM-S0055-S","Zeta","-40.0666","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0055-Q-Fe","SIM-S0055","SIM-S0055-S","Fe","0.2756","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0056-Q-pH","SIM-S0056","SIM-S0056-S","pH","9.9048","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0056-Q-Solids","SIM-S0056","SIM-S0056-S","Solids","10.1075","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0056-Q-Viscosity","SIM-S0056","SIM-S0056-S","Viscosity","1.6882","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0056-Q-D50","SIM-S0056","SIM-S0056-S","D50","92.9591","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0056-Q-D90","SIM-S0056","SIM-S0056-S","D90","134.3959","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0056-Q-LPC_0p5","SIM-S0056","SIM-S0056-S","LPC_0p5","493.5648","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0056-Q-LPC_1p0","SIM-S0056","SIM-S0056-S","LPC_1p0","76.7103","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0056-Q-Zeta","SIM-S0056","SIM-S0056-S","Zeta","-39.6911","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0056-Q-Fe","SIM-S0056","SIM-S0056-S","Fe","0.2504","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0057-Q-pH","SIM-S0057","SIM-S0057-S","pH","9.9759","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0057-Q-Solids","SIM-S0057","SIM-S0057-S","Solids","10.0857","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0057-Q-Viscosity","SIM-S0057","SIM-S0057-S","Viscosity","1.7165","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0057-Q-D50","SIM-S0057","SIM-S0057-S","D50","90.1078","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0057-Q-D90","SIM-S0057","SIM-S0057-S","D90","130.9647","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0057-Q-LPC_0p5","SIM-S0057","SIM-S0057-S","LPC_0p5","783.4076","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0057-Q-LPC_1p0","SIM-S0057","SIM-S0057-S","LPC_1p0","78.5876","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0057-Q-Zeta","SIM-S0057","SIM-S0057-S","Zeta","-38.5606","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0057-Q-Fe","SIM-S0057","SIM-S0057-S","Fe","0.2803","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-02T02:15:00Z","2026-09-02T03:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0058-Q-pH","SIM-S0058","SIM-S0058-S","pH","10.0812","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0058-Q-Solids","SIM-S0058","SIM-S0058-S","Solids","9.9764","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0058-Q-Viscosity","SIM-S0058","SIM-S0058-S","Viscosity","1.7876","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0058-Q-D50","SIM-S0058","SIM-S0058-S","D50","86.4025","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0058-Q-D90","SIM-S0058","SIM-S0058-S","D90","132.2204","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0058-Q-LPC_0p5","SIM-S0058","SIM-S0058-S","LPC_0p5","933.1999","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0058-Q-LPC_1p0","SIM-S0058","SIM-S0058-S","LPC_1p0","102.2078","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0058-Q-Zeta","SIM-S0058","SIM-S0058-S","Zeta","-39.5039","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0058-Q-Fe","SIM-S0058","SIM-S0058-S","Fe","0.3051","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0059-Q-pH","SIM-S0059","SIM-S0059-S","pH","9.9157","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0059-Q-Solids","SIM-S0059","SIM-S0059-S","Solids","10.0727","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0059-Q-Viscosity","SIM-S0059","SIM-S0059-S","Viscosity","1.7883","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0059-Q-D50","SIM-S0059","SIM-S0059-S","D50","90.0844","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0059-Q-D90","SIM-S0059","SIM-S0059-S","D90","129.1759","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0059-Q-LPC_0p5","SIM-S0059","SIM-S0059-S","LPC_0p5","909.5677","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0059-Q-LPC_1p0","SIM-S0059","SIM-S0059-S","LPC_1p0","97.2596","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0059-Q-Zeta","SIM-S0059","SIM-S0059-S","Zeta","-39.4988","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0059-Q-Fe","SIM-S0059","SIM-S0059-S","Fe","0.3461","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0060-Q-pH","SIM-S0060","SIM-S0060-S","pH","10.0622","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0060-Q-Solids","SIM-S0060","SIM-S0060-S","Solids","10.0237","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-02T03:45:00Z","2026-09-02T04:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
