"Material_Record_ID","Batch_ID","Material_ID","Lot_ID","Quantity","Unit","Charge_TS","Data_Origin"
"SIM-S0069-M3","SIM-S0069","DIW","DIW-LOT-12","890","kg","2026-09-02T07:05:00Z","SYNTHETIC"
"SIM-S0070-M1","SIM-S0070","SILICA","SILICA-LOT-12","100","kg","2026-09-02T08:35:00Z","SYNTHETIC"
"SIM-S0070-M2","SIM-S0070","ADDITIVE","ADDITIVE-LOT-12","10","kg","2026-09-02T08:35:00Z","SYNTHETIC"
"SIM-S0070-M3","SIM-S0070","DIW","DIW-LOT-12","890","kg","2026-09-02T08:35:00Z","SYNTHETIC"
"SIM-S0071-M1","SIM-S0071","SILICA","SILICA-LOT-12","100","kg","2026-09-02T08:35:00Z","SYNTHETIC"
"SIM-S0071-M2","SIM-S0071","ADDITIVE","ADDITIVE-LOT-12","10","kg","2026-09-02T08:35:00Z","SYNTHETIC"
"SIM-S0071-M3","SIM-S0071","DIW","DIW-LOT-12","890","kg","2026-09-02T08:35:00Z","SYNTHETIC"
"SIM-S0072-M1","SIM-S0072","SILICA","SILICA-LOT-12","100","kg","2026-09-02T08:35:00Z","SYNTHETIC"
"SIM-S0072-M2","SIM-S0072","ADDITIVE","ADDITIVE-LOT-12","10","kg","2026-09-02T08:35:00Z","SYNTHETIC"
"SIM-S0072-M3","SIM-S0072","DIW","DIW-LOT-12","890","kg","2026-09-02T08:35:00Z","SYNTHETIC"
"SIM-S0073-M1","SIM-S0073","SILICA","SILICA-LOT-13","100","kg","2026-09-02T10:05:00Z","SYNTHETIC"
"SIM-S0073-M2","SIM-S0073","ADDITIVE","ADDITIVE-LOT-13","10","kg","2026-09-02T10:05:00Z","SYNTHETIC"
"SIM-S0073-M3","SIM-S0073","DIW","DIW-LOT-13","890","kg","2026-09-02T10:05:00Z","SYNTHETIC"
"SIM-S0074-M1","SIM-S0074","SILICA","SILICA-LOT-13","100","kg","2026-09-02T10:05:00Z","SYNTHETIC"
"SIM-S0074-M2","SIM-S0074","ADDITIVE","ADDITIVE-LOT-13","10","kg","2026-09-02T10:05:00Z","SYNTHETIC"
"SIM-S0074-M3","SIM-S0074","DIW","DIW-LOT-13","890","kg","2026-09-02T10:05:00Z","SYNTHETIC"
"SIM-S0075-M1","SIM-S0075","SILICA","SILICA-LOT-13","100","kg","2026-09-02T10:05:00Z","SYNTHETIC"
"SIM-S0075-M2","SIM-S0075","ADDITIVE","ADDITIVE-LOT-13","10","kg","2026-09-02T10:05:00Z","SYNTHETIC"
"SIM-S0075-M3","SIM-S0075","DIW","DIW-LOT-13","890","kg","2026-09-02T10:05:00Z","SYNTHETIC"
"SIM-S0076-M1","SIM-S0076","SILICA","SILICA-LOT-13","100","kg","2026-09-02T11:35:00Z","SYNTHETIC"
"SIM-S0076-M2","SIM-S0076","ADDITIVE","ADDITIVE-LOT-13","10","kg","2026-09-02T11:35:00Z","SYNTHETIC"
"SIM-S0076-M3","SIM-S0076","DIW","DIW-LOT-13","890","kg","2026-09-02T11:35:00Z","SYNTHETIC"
"SIM-S0077-M1","SIM-S0077","SILICA","SILICA-LOT-13","100","kg","2026-09-02T11:35:00Z","SYNTHETIC"
"SIM-S0077-M2","SIM-S0077","ADDITIVE","ADDITIVE-LOT-13","10","kg","2026-09-02T11:35:00Z","SYNTHETIC"
"SIM-S0077-M3","SIM-S0077","DIW","DIW-LOT-13","890","kg","2026-09-02T11:35:00Z","SYNTHETIC"
"SIM-S0078-M1","SIM-S0078","SILICA","SILICA-LOT-13","100","kg","2026-09-02T11:35:00Z","SYNTHETIC"
"SIM-S0078-M2","SIM-S0078","ADDITIVE","ADDITIVE-LOT-13","10","kg","2026-09-02T11:35:00Z","SYNTHETIC"
"SIM-S0078-M3","SIM-S0078","DIW","DIW-LOT-13","890","kg","2026-09-02T11:35:00Z","SYNTHETIC"
"SIM-S0079-M1","SIM-S0079","SILICA","SILICA-LOT-14","100","kg","2026-09-02T13:05:00Z","SYNTHETIC"
"SIM-S0079-M2","SIM-S0079","ADDITIVE","ADDITIVE-LOT-14","10","kg","2026-09-02T13:05:00Z","SYNTHETIC"
"SIM-S0079-M3","SIM-S0079","DIW","DIW-LOT-14","890","kg","2026-09-02T13:05:00Z","SYNTHETIC"
"SIM-S0080-M1","SIM-S0080","SILICA","SILICA-LOT-14","100","kg","2026-09-02T13:05:00Z","SYNTHETIC"
"SIM-S0080-M2","SIM-S0080","ADDITIVE","ADDITIVE-LOT-14","10","kg","2026-09-02T13:05:00Z","SYNTHETIC"
"SIM-S0080-M3","SIM-S0080","DIW","DIW-LOT-14","890","kg","2026-09-02T13:05:00Z","SYNTHETIC"
"SIM-S0081-M1","SIM-S0081","SILICA","SILICA-LOT-14","100","kg","2026-09-02T13:05:00Z","SYNTHETIC"
"SIM-S0081-M2","SIM-S0081","ADDITIVE","ADDITIVE-LOT-14","10","kg","2026-09-02T13:05:00Z","SYNTHETIC"
"SIM-S0081-M3","SIM-S0081","DIW","DIW-LOT-14","890","kg","2026-09-02T13:05:00Z","SYNTHETIC"
"SIM-S0082-M1","SIM-S0082","SILICA","SILICA-LOT-14","100","kg","2026-09-02T14:35:00Z","SYNTHETIC"
"SIM-S0082-M2","SIM-S0082","ADDITIVE","ADDITIVE-LOT-14","10","kg","2026-09-02T14:35:00Z","SYNTHETIC"
"SIM-S0082-M3","SIM-S0082","DIW","DIW-LOT-14","890","kg","2026-09-02T14:35:00Z","SYNTHETIC"
"SIM-S0083-M1","SIM-S0083","SILICA","SILICA-LOT-14","100","kg","2026-09-02T14:35:00Z","SYNTHETIC"
"SIM-S0083-M2","SIM-S0083","ADDITIVE","ADDITIVE-LOT-14","10","kg","2026-09-02T14:35:00Z","SYNTHETIC"
"SIM-S0083-M3","SIM-S0083","DIW","DIW-LOT-14","890","kg","2026-09-02T14:35:00Z","SYNTHETIC"
"SIM-S0084-M1","SIM-S0084","SILICA","SILICA-LOT-14","100","kg","2026-09-02T14:35:00Z","SYNTHETIC"
"SIM-S0084-M2","SIM-S0084","ADDITIVE","ADDITIVE-LOT-14","10","kg","2026-09-02T14:35:00Z","SYNTHETIC"
"SIM-S0084-M3","SIM-S0084","DIW","DIW-LOT-14","890","kg","2026-09-02T14:35:00Z","SYNTHETIC"
"SIM-S0085-M1","SIM-S0085","SILICA","SILICA-LOT-15","100","kg","2026-09-02T16:05:00Z","SYNTHETIC"
"SIM-S0085-M2","SIM-S0085","ADDITIVE","ADDITIVE-LOT-15","10","kg","2026-09-02T16:05:00Z","SYNTHETIC"
"SIM-S0085-M3","SIM-S0085","DIW","DIW-LOT-15","890","kg","2026-09-02T16:05:00Z","SYNTHETIC"
"SIM-S0086-M1","SIM-S0086","SILICA","SILICA-LOT-15","100","kg","2026-09-02T16:05:00Z","SYNTHETIC"
"SIM-S0086-M2","SIM-S0086","ADDITIVE","ADDITIVE-LOT-15","10","kg","2026-09-02T16:05:00Z","SYNTHETIC"
"SIM-S0086-M3","SIM-S0086","DIW","DIW-LOT-15","890","kg","2026-09-02T16:05:00Z","SYNTHETIC"
"SIM-S0087-M1","SIM-S0087","SILICA","SILICA-LOT-15","100","kg","2026-09-02T16:05:00Z","SYNTHETIC"
"SIM-S0087-M2","SIM-S0087","ADDITIVE","ADDITIVE-LOT-15","10","kg","2026-09-02T16:05:00Z","SYNTHETIC"
"SIM-S0087-M3","SIM-S0087","DIW","DIW-LOT-15","890","kg","2026-09-02T16:05:00Z","SYNTHETIC"
"SIM-S0088-M1","SIM-S0088","SILICA","SILICA-LOT-15","100","kg","2026-09-02T17:35:00Z","SYNTHETIC"
"SIM-S0088-M2","SIM-S0088","ADDITIVE","ADDITIVE-LOT-15","10","kg","2026-09-02T17:35:00Z","SYNTHETIC"
"SIM-S0088-M3","SIM-S0088","DIW","DIW-LOT-15","890","kg","2026-09-02T17:35:00Z","SYNTHETIC"
"SIM-S0089-M1","SIM-S0089","SILICA","SILICA-LOT-15","100","kg","2026-09-02T17:35:00Z","SYNTHETIC"
"SIM-S0089-M2","SIM-S0089","ADDITIVE","ADDITIVE-LOT-15","10","kg","2026-09-02T17:35:00Z","SYNTHETIC"
"SIM-S0089-M3","SIM-S0089","DIW","DIW-LOT-15","890","kg","2026-09-02T17:35:00Z","SYNTHETIC"
"SIM-S0090-M1","SIM-S0090","SILICA","SILICA-LOT-15","100","kg","2026-09-02T17:35:00Z","SYNTHETIC"
"SIM-S0090-M2","SIM-S0090","ADDITIVE","ADDITIVE-LOT-15","10","kg","2026-09-02T17:35:00Z","SYNTHETIC"
"SIM-S0090-M3","SIM-S0090","DIW","DIW-LOT-15","890","kg","2026-09-02T17:35:00Z","SYNTHETIC"
"SIM-S0091-M1","SIM-S0091","SILICA","SILICA-LOT-16","100","kg","2026-09-02T19:05:00Z","SYNTHETIC"
"SIM-S0091-M2","SIM-S0091","ADDITIVE","ADDITIVE-LOT-16","10","kg","2026-09-02T19:05:00Z","SYNTHETIC"
"SIM-S0091-M3","SIM-S0091","DIW","DIW-LOT-16","890","kg","2026-09-02T19:05:00Z","SYNTHETIC"
"SIM-S0092-M1","SIM-S0092","SILICA","SILICA-LOT-16","100","kg","2026-09-02T19:05:00Z","SYNTHETIC"
"SIM-S0092-M2","SIM-S0092","ADDITIVE","ADDITIVE-LOT-16","10","kg","2026-09-02T19:05:00Z","SYNTHETIC"
"SIM-S0092-M3","SIM-S0092","DIW","DIW-LOT-16","890","kg","2026-09-02T19:05:00Z","SYNTHETIC"
"SIM-S0093-M1","SIM-S0093","SILICA","SILICA-LOT-16","100","kg","2026-09-02T19:05:00Z","SYNTHETIC"
"SIM-S0093-M2","SIM-S0093","ADDITIVE","ADDITIVE-LOT-16","10","kg","2026-09-02T19:05:00Z","SYNTHETIC"
"SIM-S0093-M3","SIM-S0093","DIW","DIW-LOT-16","890","kg","2026-09-02T19:05:00Z","SYNTHETIC"
"SIM-S0094-M1","SIM-S0094","SILICA","SILICA-LOT-16","100","kg","2026-09-02T20:35:00Z","SYNTHETIC"
"SIM-S0094-M2","SIM-S0094","ADDITIVE","ADDITIVE-LOT-16","10","kg","2026-09-02T20:35:00Z","SYNTHETIC"
"SIM-S0094-M3","SIM-S0094","DIW","DIW-LOT-16","890","kg","2026-09-02T20:35:00Z","SYNTHETIC"
"SIM-S0095-M1","SIM-S0095","SILICA","SILICA-LOT-16","100","kg","2026-09-02T20:35:00Z","SYNTHETIC"
"SIM-S0095-M2","SIM-S0095","ADDITIVE","ADDITIVE-LOT-16","10","kg","2026-09-02T20:35:00Z","SYNTHETIC"
"SIM-S0095-M3","SIM-S0095","DIW","DIW-LOT-16","890","kg","2026-09-02T20:35:00Z","SYNTHETIC"
"SIM-S0096-M1","SIM-S0096","SILICA","SILICA-LOT-16","100","kg","2026-09-02T20:35:00Z","SYNTHETIC"
"SIM-S0096-M2","SIM-S0096","ADDITIVE","ADDITIVE-LOT-16","10","kg","2026-09-02T20:35:00Z","SYNTHETIC"
"SIM-S0096-M3","SIM-S0096","DIW","DIW-LOT-16","890","kg","2026-09-02T20:35:00Z","SYNTHETIC"
"SIM-S0097-M1","SIM-S0097","SILICA","SILICA-LOT-17","100","kg","2026-09-02T22:05:00Z","SYNTHETIC"
"SIM-S0097-M2","SIM-S0097","ADDITIVE","ADDITIVE-LOT-17","10","kg","2026-09-02T22:05:00Z","SYNTHETIC"
"SIM-S0097-M3","SIM-S0097","DIW","DIW-LOT-17","890","kg","2026-09-02T22:05:00Z","SYNTHETIC"
"SIM-S0098-M1","SIM-S0098","SILICA","SILICA-LOT-17","100","kg","2026-09-02T22:05:00Z","SYNTHETIC"
"SIM-S0098-M2","SIM-S0098","ADDITIVE","ADDITIVE-LOT-17","10","kg","2026-09-02T22:05:00Z","SYNTHETIC"
"SIM-S0098-M3","SIM-S0098","DIW","DIW-LOT-17","890","kg","2026-09-02T22:05:00Z","SYNTHETIC"
"SIM-S0099-M1","SIM-S0099","SILICA","SILICA-LOT-17","100","kg","2026-09-02T22:05:00Z","SYNTHETIC"
"SIM-S0099-M2","SIM-S0099","ADDITIVE","ADDITIVE-LOT-17","10","kg","2026-09-02T22:05:00Z","SYNTHETIC"
"SIM-S0099-M3","SIM-S0099","DIW","DIW-LOT-17","890","kg","2026-09-02T22:05:00Z","SYNTHETIC"
"SIM-S0100-M1","SIM-S0100","SILICA","SILICA-LOT-17","100","kg","2026-09-02T23:35:00Z","SYNTHETIC"
"SIM-S0100-M2","SIM-S0100","ADDITIVE","ADDITIVE-LOT-17","10","kg","2026-09-02T23:35:00Z","SYNTHETIC"
"SIM-S0100-M3","SIM-S0100","DIW","DIW-LOT-17","890","kg","2026-09-02T23:35:00Z","SYNTHETIC"
"SIM-S0101-M1","SIM-S0101","SILICA","SILICA-LOT-17","100","kg","2026-09-02T23:35:00Z","SYNTHETIC"
"SIM-S0101-M2","SIM-S0101","ADDITIVE","ADDITIVE-LOT-17","10","kg","2026-09-02T23:35:00Z","SYNTHETIC"
"SIM-S0101-M3","SIM-S0101","DIW","DIW-LOT-17","890","kg","2026-09-02T23:35:00Z","SYNTHETIC"
"SIM-S0102-M1","SIM-S0102","SILICA","SILICA-LOT-17","100","kg","2026-09-02T23:35:00Z","SYNTHETIC"
"SIM-S0102-M2","SIM-S0102","ADDITIVE","ADDITIVE-LOT-17","10","kg","2026-09-02T23:35:00Z","SYNTHETIC"
"SIM-S0102-M3","SIM-S0102","DIW","DIW-LOT-17","890","kg","2026-09-02T23:35:00Z","SYNTHETIC"
"SIM-S0103-M1","SIM-S0103","SILICA","SILICA-LOT-18","100","kg","2026-09-03T01:05:00Z","SYNTHETIC"
"SIM-S0103-M2","SIM-S0103","ADDITIVE","ADDITIVE-LOT-18","10","kg","2026-09-03T01:05:00Z","SYNTHETIC"
"SIM-S0103-M3","SIM-S0103","DIW","DIW-LOT-18","890","kg","2026-09-03T01:05:00Z","SYNTHETIC"
"SIM-S0104-M1","SIM-S0104","SILICA","SILICA-LOT-18","100","kg","2026-09-03T01:05:00Z","SYNTHETIC"
"SIM-S0104-M2","SIM-S0104","ADDITIVE","ADDITIVE-LOT-18","10","kg","2026-09-03T01:05:00Z","SYNTHETIC"
"SIM-S0104-M3","SIM-S0104","DIW","DIW-LOT-18","890","kg","2026-09-03T01:05:00Z","SYNTHETIC"
"SIM-S0105-M1","SIM-S0105","SILICA","SILICA-LOT-18","100","kg","2026-09-03T01:05:00Z","SYNTHETIC"
"SIM-S0105-M2","SIM-S0105","ADDITIVE","ADDITIVE-LOT-18","10","kg","2026-09-03T01:05:00Z","SYNTHETIC"
"SIM-S0105-M3","SIM-S0105","DIW","DIW-LOT-18","890","kg","2026-09-03T01:05:00Z","SYNTHETIC"
"SIM-S0106-M1","SIM-S0106","SILICA","SILICA-LOT-18","100","kg","2026-09-03T02:35:00Z","SYNTHETIC"
"SIM-S0106-M2","SIM-S0106","ADDITIVE","ADDITIVE-LOT-18","10","kg","2026-09-03T02:35:00Z","SYNTHETIC"
"SIM-S0106-M3","SIM-S0106","DIW","DIW-LOT-18","890","kg","2026-09-03T02:35:00Z","SYNTHETIC"
"SIM-S0107-M1","SIM-S0107","SILICA","SILICA-LOT-18","100","kg","2026-09-03T02:35:00Z","SYNTHETIC"
"SIM-S0107-M2","SIM-S0107","ADDITIVE","ADDITIVE-LOT-18","10","kg","2026-09-03T02:35:00Z","SYNTHETIC"
"SIM-S0107-M3","SIM-S0107","DIW","DIW-LOT-18","890","kg","2026-09-03T02:35:00Z","SYNTHETIC"
"SIM-S0108-M1","SIM-S0108","SILICA","SILICA-LOT-18","100","kg","2026-09-03T02:35:00Z","SYNTHETIC"
"SIM-S0108-M2","SIM-S0108","ADDITIVE","ADDITIVE-LOT-18","10","kg","2026-09-03T02:35:00Z","SYNTHETIC"
"SIM-S0108-M3","SIM-S0108","DIW","DIW-LOT-18","890","kg","2026-09-03T02:35:00Z","SYNTHETIC"
"SIM-S0109-M1","SIM-S0109","SILICA","SILICA-LOT-19","100","kg","2026-09-03T04:05:00Z","SYNTHETIC"
"SIM-S0109-M2","SIM-S0109","ADDITIVE","ADDITIVE-LOT-19","10","kg","2026-09-03T04:05:00Z","SYNTHETIC"
"SIM-S0109-M3","SIM-S0109","DIW","DIW-LOT-19","890","kg","2026-09-03T04:05:00Z","SYNTHETIC"
"SIM-S0110-M1","SIM-S0110","SILICA","SILICA-LOT-19","100","kg","2026-09-03T04:05:00Z","SYNTHETIC"
"SIM-S0110-M2","SIM-S0110","ADDITIVE","ADDITIVE-LOT-19","10","kg","2026-09-03T04:05:00Z","SYNTHETIC"
"SIM-S0110-M3","SIM-S0110","DIW","DIW-LOT-19","890","kg","2026-09-03T04:05:00Z","SYNTHETIC"
"SIM-S0111-M1","SIM-S0111","SILICA","SILICA-LOT-19","100","kg","2026-09-03T04:05:00Z","SYNTHETIC"
"SIM-S0111-M2","SIM-S0111","ADDITIVE","ADDITIVE-LOT-19","10","kg","2026-09-03T04:05:00Z","SYNTHETIC"
"SIM-S0111-M3","SIM-S0111","DIW","DIW-LOT-19","890","kg","2026-09-03T04:05:00Z","SYNTHETIC"
"SIM-S0112-M1","SIM-S0112","SILICA","SILICA-LOT-19","100","kg","2026-09-03T05:35:00Z","SYNTHETIC"
"SIM-S0112-M2","SIM-S0112","ADDITIVE","ADDITIVE-LOT-19","10","kg","2026-09-03T05:35:00Z","SYNTHETIC"
"SIM-S0112-M3","SIM-S0112","DIW","DIW-LOT-19","890","kg","2026-09-03T05:35:00Z","SYNTHETIC"
"SIM-S0113-M1","SIM-S0113","SILICA","SILICA-LOT-19","100","kg","2026-09-03T05:35:00Z","SYNTHETIC"
"SIM-S0113-M2","SIM-S0113","ADDITIVE","ADDITIVE-LOT-19","10","kg","2026-09-03T05:35:00Z","SYNTHETIC"
"SIM-S0113-M3","SIM-S0113","DIW","DIW-LOT-19","890","kg","2026-09-03T05:35:00Z","SYNTHETIC"
"SIM-S0114-M1","SIM-S0114","SILICA","SILICA-LOT-19","100","kg","2026-09-03T05:35:00Z","SYNTHETIC"
"SIM-S0114-M2","SIM-S0114","ADDITIVE","ADDITIVE-LOT-19","10","kg","2026-09-03T05:35:00Z","SYNTHETIC"
"SIM-S0114-M3","SIM-S0114","DIW","DIW-LOT-19","890","kg","2026-09-03T05:35:00Z","SYNTHETIC"
"SIM-S0115-M1","SIM-S0115","SILICA","SILICA-LOT-20","100","kg","2026-09-03T07:05:00Z","SYNTHETIC"
"SIM-S0115-M2","SIM-S0115","ADDITIVE","ADDITIVE-LOT-20","10","kg","2026-09-03T07:05:00Z","SYNTHETIC"
"SIM-S0115-M3","SIM-S0115","DIW","DIW-LOT-20","890","kg","2026-09-03T07:05:00Z","SYNTHETIC"
"SIM-S0116-M1","SIM-S0116","SILICA","SILICA-LOT-20","100","kg","2026-09-03T07:05:00Z","SYNTHETIC"
"SIM-S0116-M2","SIM-S0116","ADDITIVE","ADDITIVE-LOT-20","10","kg","2026-09-03T07:05:00Z","SYNTHETIC"
"SIM-S0116-M3","SIM-S0116","DIW","DIW-LOT-20","890","kg","2026-09-03T07:05:00Z","SYNTHETIC"
"SIM-S0117-M1","SIM-S0117","SILICA","SILICA-LOT-20","100","kg","2026-09-03T07:05:00Z","SYNTHETIC"
"SIM-S0117-M2","SIM-S0117","ADDITIVE","ADDITIVE-LOT-20","10","kg","2026-09-03T07:05:00Z","SYNTHETIC"
"SIM-S0117-M3","SIM-S0117","DIW","DIW-LOT-20","890","kg","2026-09-03T07:05:00Z","SYNTHETIC"
"SIM-S0118-M1","SIM-S0118","SILICA","SILICA-LOT-20","100","kg","2026-09-03T08:35:00Z","SYNTHETIC"
"SIM-S0118-M2","SIM-S0118","ADDITIVE","ADDITIVE-LOT-20","10","kg","2026-09-03T08:35:00Z","SYNTHETIC"
"SIM-S0118-M3","SIM-S0118","DIW","DIW-LOT-20","890","kg","2026-09-03T08:35:00Z","SYNTHETIC"
"SIM-S0119-M1","SIM-S0119","SILICA","SILICA-LOT-20","100","kg","2026-09-03T08:35:00Z","SYNTHETIC"
"SIM-S0119-M2","SIM-S0119","ADDITIVE","ADDITIVE-LOT-20","10","kg","2026-09-03T08:35:00Z","SYNTHETIC"
"SIM-S0119-M3","SIM-S0119","DIW","DIW-LOT-20","890","kg","2026-09-03T08:35:00Z","SYNTHETIC"
"SIM-S0120-M1","SIM-S0120","SILICA","SILICA-LOT-20","100","kg","2026-09-03T08:35:00Z","SYNTHETIC"
"SIM-S0120-M2","SIM-S0120","ADDITIVE","ADDITIVE-LOT-20","10","kg","2026-09-03T08:35:00Z","SYNTHETIC"
"SIM-S0120-M3","SIM-S0120","DIW","DIW-LOT-20","890","kg","2026-09-03T08:35:00Z","SYNTHETIC"
"SIM-S0121-M1","SIM-S0121","SILICA","SILICA-LOT-21","100","kg","2026-09-03T10:05:00Z","SYNTHETIC"
"SIM-S0121-M2","SIM-S0121","ADDITIVE","ADDITIVE-LOT-21","10","kg","2026-09-03T10:05:00Z","SYNTHETIC"
"SIM-S0121-M3","SIM-S0121","DIW","DIW-LOT-21","890","kg","2026-09-03T10:05:00Z","SYNTHETIC"
"SIM-S0122-M1","SIM-S0122","SILICA","SILICA-LOT-21","100","kg","2026-09-03T10:05:00Z","SYNTHETIC"
"SIM-S0122-M2","SIM-S0122","ADDITIVE","ADDITIVE-LOT-21","10","kg","2026-09-03T10:05:00Z","SYNTHETIC"
"SIM-S0122-M3","SIM-S0122","DIW","DIW-LOT-21","890","kg","2026-09-03T10:05:00Z","SYNTHETIC"
"SIM-S0123-M1","SIM-S0123","SILICA","SILICA-LOT-21","100","kg","2026-09-03T10:05:00Z","SYNTHETIC"
"SIM-S0123-M2","SIM-S0123","ADDITIVE","ADDITIVE-LOT-21","10","kg","2026-09-03T10:05:00Z","SYNTHETIC"
"SIM-S0123-M3","SIM-S0123","DIW","DIW-LOT-21","890","kg","2026-09-03T10:05:00Z","SYNTHETIC"
"SIM-S0124-M1","SIM-S0124","SILICA","SILICA-LOT-21","100","kg","2026-09-03T11:35:00Z","SYNTHETIC"
"SIM-S0124-M2","SIM-S0124","ADDITIVE","ADDITIVE-LOT-21","10","kg","2026-09-03T11:35:00Z","SYNTHETIC"
"SIM-S0124-M3","SIM-S0124","DIW","DIW-LOT-21","890","kg","2026-09-03T11:35:00Z","SYNTHETIC"
"SIM-S0125-M1","SIM-S0125","SILICA","SILICA-LOT-21","100","kg","2026-09-03T11:35:00Z","SYNTHETIC"
"SIM-S0125-M2","SIM-S0125","ADDITIVE","ADDITIVE-LOT-21","10","kg","2026-09-03T11:35:00Z","SYNTHETIC"
"SIM-S0125-M3","SIM-S0125","DIW","DIW-LOT-21","890","kg","2026-09-03T11:35:00Z","SYNTHETIC"
"SIM-S0126-M1","SIM-S0126","SILICA","SILICA-LOT-21","100","kg","2026-09-03T11:35:00Z","SYNTHETIC"
"SIM-S0126-M2","SIM-S0126","ADDITIVE","ADDITIVE-LOT-21","10","kg","2026-09-03T11:35:00Z","SYNTHETIC"
"SIM-S0126-M3","SIM-S0126","DIW","DIW-LOT-21","890","kg","2026-09-03T11:35:00Z","SYNTHETIC"
"SIM-S0127-M1","SIM-S0127","SILICA","SILICA-LOT-22","100","kg","2026-09-03T13:05:00Z","SYNTHETIC"
"SIM-S0127-M2","SIM-S0127","ADDITIVE","ADDITIVE-LOT-22","10","kg","2026-09-03T13:05:00Z","SYNTHETIC"
"SIM-S0127-M3","SIM-S0127","DIW","DIW-LOT-22","890","kg","2026-09-03T13:05:00Z","SYNTHETIC"
"SIM-S0128-M1","SIM-S0128","SILICA","SILICA-LOT-22","100","kg","2026-09-03T13:05:00Z","SYNTHETIC"
"SIM-S0128-M2","SIM-S0128","ADDITIVE","ADDITIVE-LOT-22","10","kg","2026-09-03T13:05:00Z","SYNTHETIC"
"SIM-S0128-M3","SIM-S0128","DIW","DIW-LOT-22","890","kg","2026-09-03T13:05:00Z","SYNTHETIC"
"SIM-S0129-M1","SIM-S0129","SILICA","SILICA-LOT-22","100","kg","2026-09-03T13:05:00Z","SYNTHETIC"
"SIM-S0129-M2","SIM-S0129","ADDITIVE","ADDITIVE-LOT-22","10","kg","2026-09-03T13:05:00Z","SYNTHETIC"
"SIM-S0129-M3","SIM-S0129","DIW","DIW-LOT-22","890","kg","2026-09-03T13:05:00Z","SYNTHETIC"
"SIM-S0130-M1","SIM-S0130","SILICA","SILICA-LOT-22","100","kg","2026-09-03T14:35:00Z","SYNTHETIC"
"SIM-S0130-M2","SIM-S0130","ADDITIVE","ADDITIVE-LOT-22","10","kg","2026-09-03T14:35:00Z","SYNTHETIC"
"SIM-S0130-M3","SIM-S0130","DIW","DIW-LOT-22","890","kg","2026-09-03T14:35:00Z","SYNTHETIC"
"SIM-S0131-M1","SIM-S0131","SILICA","SILICA-LOT-22","100","kg","2026-09-03T14:35:00Z","SYNTHETIC"
"SIM-S0131-M2","SIM-S0131","ADDITIVE","ADDITIVE-LOT-22","10","kg","2026-09-03T14:35:00Z","SYNTHETIC"
"SIM-S0131-M3","SIM-S0131","DIW","DIW-LOT-22","890","kg","2026-09-03T14:35:00Z","SYNTHETIC"
"SIM-S0132-M1","SIM-S0132","SILICA","SILICA-LOT-22","100","kg","2026-09-03T14:35:00Z","SYNTHETIC"
"SIM-S0132-M2","SIM-S0132","ADDITIVE","ADDITIVE-LOT-22","10","kg","2026-09-03T14:35:00Z","SYNTHETIC"
"SIM-S0132-M3","SIM-S0132","DIW","DIW-LOT-22","890","kg","2026-09-03T14:35:00Z","SYNTHETIC"
"SIM-S0133-M1","SIM-S0133","SILICA","SILICA-LOT-23","100","kg","2026-09-03T16:05:00Z","SYNTHETIC"
"SIM-S0133-M2","SIM-S0133","ADDITIVE","ADDITIVE-LOT-23","10","kg","2026-09-03T16:05:00Z","SYNTHETIC"
"SIM-S0133-M3","SIM-S0133","DIW","DIW-LOT-23","890","kg","2026-09-03T16:05:00Z","SYNTHETIC"
"SIM-S0134-M1","SIM-S0134","SILICA","SILICA-LOT-23","100","kg","2026-09-03T16:05:00Z","SYNTHETIC"
"SIM-S0134-M2","SIM-S0134","ADDITIVE","ADDITIVE-LOT-23","10","kg","2026-09-03T16:05:00Z","SYNTHETIC"
"SIM-S0134-M3","SIM-S0134","DIW","DIW-LOT-23","890","kg","2026-09-03T16:05:00Z","SYNTHETIC"
"SIM-S0135-M1","SIM-S0135","SILICA","SILICA-LOT-23","100","kg","2026-09-03T16:05:00Z","SYNTHETIC"
"SIM-S0135-M2","SIM-S0135","ADDITIVE","ADDITIVE-LOT-23","10","kg","2026-09-03T16:05:00Z","SYNTHETIC"
"SIM-S0135-M3","SIM-S0135","DIW","DIW-LOT-23","890","kg","2026-09-03T16:05:00Z","SYNTHETIC"
"SIM-S0136-M1","SIM-S0136","SILICA","SILICA-LOT-23","100","kg","2026-09-03T17:35:00Z","SYNTHETIC"
"SIM-S0136-M2","SIM-S0136","ADDITIVE","ADDITIVE-LOT-23","10","kg","2026-09-03T17:35:00Z","SYNTHETIC"
"SIM-S0136-M3","SIM-S0136","DIW","DIW-LOT-23","890","kg","2026-09-03T17:35:00Z","SYNTHETIC"
"SIM-S0137-M1","SIM-S0137","SILICA","SILICA-LOT-23","100","kg","2026-09-03T17:35:00Z","SYNTHETIC"
"SIM-S0137-M2","SIM-S0137","ADDITIVE","ADDITIVE-LOT-23","10","kg","2026-09-03T17:35:00Z","SYNTHETIC"
"SIM-S0137-M3","SIM-S0137","DIW","DIW-LOT-23","890","kg","2026-09-03T17:35:00Z","SYNTHETIC"
"SIM-S0138-M1","SIM-S0138","SILICA","SILICA-LOT-23","100","kg","2026-09-03T17:35:00Z","SYNTHETIC"
"SIM-S0138-M2","SIM-S0138","ADDITIVE","ADDITIVE-LOT-23","10","kg","2026-09-03T17:35:00Z","SYNTHETIC"
