"Batch_ID","Product_ID","Recipe_Rev","Site_ID","Line_ID","Equipment_ID","Start_TS","End_TS","Disposition","Data_Origin","Reference_Eligible"
"SIM-S0153","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T01:00:00Z","2026-09-04T02:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0154","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T02:30:00Z","2026-09-04T03:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0155","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T02:30:00Z","2026-09-04T03:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0156","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T02:30:00Z","2026-09-04T03:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0157","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T04:00:00Z","2026-09-04T05:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0158","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T04:00:00Z","2026-09-04T05:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0159","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T04:00:00Z","2026-09-04T05:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0160","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T05:30:00Z","2026-09-04T06:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0161","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T05:30:00Z","2026-09-04T06:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0162","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T05:30:00Z","2026-09-04T06:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0163","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T07:00:00Z","2026-09-04T08:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0164","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T07:00:00Z","2026-09-04T08:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0165","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T07:00:00Z","2026-09-04T08:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0166","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T08:30:00Z","2026-09-04T09:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0167","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T08:30:00Z","2026-09-04T09:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0168","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T08:30:00Z","2026-09-04T09:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0169","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T10:00:00Z","2026-09-04T11:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0170","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T10:00:00Z","2026-09-04T11:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0171","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T10:00:00Z","2026-09-04T11:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0172","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T11:30:00Z","2026-09-04T12:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0173","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T11:30:00Z","2026-09-04T12:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0174","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T11:30:00Z","2026-09-04T12:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0175","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T13:00:00Z","2026-09-04T14:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0176","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T13:00:00Z","2026-09-04T14:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0177","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T13:00:00Z","2026-09-04T14:20:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0178","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T14:30:00Z","2026-09-04T15:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0179","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T14:30:00Z","2026-09-04T15:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0180","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T14:30:00Z","2026-09-04T15:50:00Z","RELEASED","SYNTHETIC","true"
"SIM-S0181","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T16:00:00Z","2026-09-04T17:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0182","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T16:00:00Z","2026-09-04T17:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0183","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T16:00:00Z","2026-09-04T17:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0184","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T17:30:00Z","2026-09-04T18:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0185","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T17:30:00Z","2026-09-04T18:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0186","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T17:30:00Z","2026-09-04T18:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0187","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T19:00:00Z","2026-09-04T20:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0188","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T19:00:00Z","2026-09-04T20:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0189","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T19:00:00Z","2026-09-04T20:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0190","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T20:30:00Z","2026-09-04T21:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0191","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T20:30:00Z","2026-09-04T21:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0192","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T20:30:00Z","2026-09-04T21:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0193","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T22:00:00Z","2026-09-04T23:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0194","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T22:00:00Z","2026-09-04T23:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0195","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T22:00:00Z","2026-09-04T23:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0196","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-04T23:30:00Z","2026-09-05T00:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0197","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-04T23:30:00Z","2026-09-05T00:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0198","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-04T23:30:00Z","2026-09-05T00:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0199","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T01:00:00Z","2026-09-05T02:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0200","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T01:00:00Z","2026-09-05T02:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0201","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T01:00:00Z","2026-09-05T02:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0202","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T02:30:00Z","2026-09-05T03:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0203","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T02:30:00Z","2026-09-05T03:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0204","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T02:30:00Z","2026-09-05T03:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0205","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T04:00:00Z","2026-09-05T05:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0206","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T04:00:00Z","2026-09-05T05:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0207","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T04:00:00Z","2026-09-05T05:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0208","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T05:30:00Z","2026-09-05T06:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0209","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T05:30:00Z","2026-09-05T06:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0210","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T05:30:00Z","2026-09-05T06:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0211","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T07:00:00Z","2026-09-05T08:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0212","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T07:00:00Z","2026-09-05T08:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0213","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T07:00:00Z","2026-09-05T08:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0214","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T08:30:00Z","2026-09-05T09:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0215","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T08:30:00Z","2026-09-05T09:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0216","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T08:30:00Z","2026-09-05T09:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0217","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T10:00:00Z","2026-09-05T11:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0218","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T10:00:00Z","2026-09-05T11:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0219","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T10:00:00Z","2026-09-05T11:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0220","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T11:30:00Z","2026-09-05T12:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0221","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T11:30:00Z","2026-09-05T12:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0222","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T11:30:00Z","2026-09-05T12:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0223","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T13:00:00Z","2026-09-05T14:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0224","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T13:00:00Z","2026-09-05T14:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0225","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T13:00:00Z","2026-09-05T14:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0226","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T14:30:00Z","2026-09-05T15:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0227","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T14:30:00Z","2026-09-05T15:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0228","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T14:30:00Z","2026-09-05T15:50:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0229","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T16:00:00Z","2026-09-05T17:20:00Z","HOLD","SYNTHETIC","false"
"SIM-S0230","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T16:00:00Z","2026-09-05T17:20:00Z","HOLD","SYNTHETIC","false"
"SIM-S0231","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T16:00:00Z","2026-09-05T17:20:00Z","HOLD","SYNTHETIC","false"
"SIM-S0232","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T17:30:00Z","2026-09-05T18:50:00Z","HOLD","SYNTHETIC","false"
"SIM-S0233","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T17:30:00Z","2026-09-05T18:50:00Z","HOLD","SYNTHETIC","false"
"SIM-S0234","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T17:30:00Z","2026-09-05T18:50:00Z","HOLD","SYNTHETIC","false"
"SIM-S0235","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T19:00:00Z","2026-09-05T20:20:00Z","HOLD","SYNTHETIC","false"
"SIM-S0236","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T19:00:00Z","2026-09-05T20:20:00Z","HOLD","SYNTHETIC","false"
"SIM-S0237","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T19:00:00Z","2026-09-05T20:20:00Z","RELEASED","SYNTHETIC","false"
"SIM-S0238","SIM-OX-02","SIM-R02","SITE-01","LINE-1","MIX-1","2026-09-05T20:30:00Z","2026-09-05T21:50:00Z","HOLD","SYNTHETIC","false"
"SIM-S0239","SIM-OX-02","SIM-R02","SITE-01","LINE-2","MIX-2","2026-09-05T20:30:00Z","2026-09-05T21:50:00Z","HOLD","SYNTHETIC","false"
"SIM-S0240","SIM-OX-02","SIM-R02","SITE-01","LINE-3","MIX-3","2026-09-05T20:30:00Z","2026-09-05T21:50:00Z","HOLD","SYNTHETIC","false"
