"Process_Record_ID","Batch_ID","Step_Run_ID","Step_ID","Equipment_ID","Parameter","Value","Unit","Event_TS","Step_Start_TS","Step_End_TS","Data_Origin","Target_Value","Upper_Limit","Target_Duration_min","Upper_Duration_min"
"SIM-S0059-P4","SIM-S0059","SIM-S0059-MIX","MIX","MIX-2","Temperature","24.8595","C","2026-09-02T03:12:00Z","2026-09-02T02:40:00Z","2026-09-02T03:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0059-P5","SIM-S0059","SIM-S0059-MIX","MIX","MIX-2","Temperature","24.6041","C","2026-09-02T03:20:00Z","2026-09-02T02:40:00Z","2026-09-02T03:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0060-P0","SIM-S0060","SIM-S0060-MIX","MIX","MIX-3","Temperature","25.1461","C","2026-09-02T02:40:00Z","2026-09-02T02:40:00Z","2026-09-02T03:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0060-P1","SIM-S0060","SIM-S0060-MIX","MIX","MIX-3","Temperature","24.9262","C","2026-09-02T02:48:00Z","2026-09-02T02:40:00Z","2026-09-02T03:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0060-P2","SIM-S0060","SIM-S0060-MIX","MIX","MIX-3","Temperature","25.017","C","2026-09-02T02:56:00Z","2026-09-02T02:40:00Z","2026-09-02T03:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0060-P3","SIM-S0060","SIM-S0060-MIX","MIX","MIX-3","Temperature","24.9089","C","2026-09-02T03:04:00Z","2026-09-02T02:40:00Z","2026-09-02T03:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0060-P4","SIM-S0060","SIM-S0060-MIX","MIX","MIX-3","Temperature","24.6792","C","2026-09-02T03:12:00Z","2026-09-02T02:40:00Z","2026-09-02T03:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0060-P5","SIM-S0060","SIM-S0060-MIX","MIX","MIX-3","Temperature","24.7812","C","2026-09-02T03:20:00Z","2026-09-02T02:40:00Z","2026-09-02T03:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0061-P0","SIM-S0061","SIM-S0061-MIX","MIX","MIX-1","Temperature","25.0588","C","2026-09-02T04:10:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0061-P1","SIM-S0061","SIM-S0061-MIX","MIX","MIX-1","Temperature","25.2709","C","2026-09-02T04:18:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0061-P2","SIM-S0061","SIM-S0061-MIX","MIX","MIX-1","Temperature","25.2211","C","2026-09-02T04:26:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0061-P3","SIM-S0061","SIM-S0061-MIX","MIX","MIX-1","Temperature","25.1932","C","2026-09-02T04:34:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0061-P4","SIM-S0061","SIM-S0061-MIX","MIX","MIX-1","Temperature","25.3974","C","2026-09-02T04:42:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0061-P5","SIM-S0061","SIM-S0061-MIX","MIX","MIX-1","Temperature","25.249","C","2026-09-02T04:50:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0062-P0","SIM-S0062","SIM-S0062-MIX","MIX","MIX-2","Temperature","24.1876","C","2026-09-02T04:10:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0062-P1","SIM-S0062","SIM-S0062-MIX","MIX","MIX-2","Temperature","24.2","C","2026-09-02T04:18:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0062-P2","SIM-S0062","SIM-S0062-MIX","MIX","MIX-2","Temperature","24.0783","C","2026-09-02T04:26:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0062-P3","SIM-S0062","SIM-S0062-MIX","MIX","MIX-2","Temperature","24.038","C","2026-09-02T04:34:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0062-P4","SIM-S0062","SIM-S0062-MIX","MIX","MIX-2","Temperature","24.024","C","2026-09-02T04:42:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0062-P5","SIM-S0062","SIM-S0062-MIX","MIX","MIX-2","Temperature","24.0802","C","2026-09-02T04:50:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0063-P0","SIM-S0063","SIM-S0063-MIX","MIX","MIX-3","Temperature","23.8056","C","2026-09-02T04:10:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0063-P1","SIM-S0063","SIM-S0063-MIX","MIX","MIX-3","Temperature","23.8544","C","2026-09-02T04:18:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0063-P2","SIM-S0063","SIM-S0063-MIX","MIX","MIX-3","Temperature","24.0801","C","2026-09-02T04:26:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0063-P3","SIM-S0063","SIM-S0063-MIX","MIX","MIX-3","Temperature","23.941","C","2026-09-02T04:34:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0063-P4","SIM-S0063","SIM-S0063-MIX","MIX","MIX-3","Temperature","23.8802","C","2026-09-02T04:42:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0063-P5","SIM-S0063","SIM-S0063-MIX","MIX","MIX-3","Temperature","23.8747","C","2026-09-02T04:50:00Z","2026-09-02T04:10:00Z","2026-09-02T05:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0064-P0","SIM-S0064","SIM-S0064-MIX","MIX","MIX-1","Temperature","25.4781","C","2026-09-02T05:40:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0064-P1","SIM-S0064","SIM-S0064-MIX","MIX","MIX-1","Temperature","25.7522","C","2026-09-02T05:48:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0064-P2","SIM-S0064","SIM-S0064-MIX","MIX","MIX-1","Temperature","25.7758","C","2026-09-02T05:56:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0064-P3","SIM-S0064","SIM-S0064-MIX","MIX","MIX-1","Temperature","25.701","C","2026-09-02T06:04:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0064-P4","SIM-S0064","SIM-S0064-MIX","MIX","MIX-1","Temperature","25.6401","C","2026-09-02T06:12:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0064-P5","SIM-S0064","SIM-S0064-MIX","MIX","MIX-1","Temperature","25.7632","C","2026-09-02T06:20:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0065-P0","SIM-S0065","SIM-S0065-MIX","MIX","MIX-2","Temperature","25.1964","C","2026-09-02T05:40:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0065-P1","SIM-S0065","SIM-S0065-MIX","MIX","MIX-2","Temperature","25.2443","C","2026-09-02T05:48:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0065-P2","SIM-S0065","SIM-S0065-MIX","MIX","MIX-2","Temperature","25.3066","C","2026-09-02T05:56:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0065-P3","SIM-S0065","SIM-S0065-MIX","MIX","MIX-2","Temperature","25.4522","C","2026-09-02T06:04:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0065-P4","SIM-S0065","SIM-S0065-MIX","MIX","MIX-2","Temperature","25.3379","C","2026-09-02T06:12:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0065-P5","SIM-S0065","SIM-S0065-MIX","MIX","MIX-2","Temperature","25.0878","C","2026-09-02T06:20:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0066-P0","SIM-S0066","SIM-S0066-MIX","MIX","MIX-3","Temperature","25.1046","C","2026-09-02T05:40:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0066-P1","SIM-S0066","SIM-S0066-MIX","MIX","MIX-3","Temperature","24.6049","C","2026-09-02T05:48:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0066-P2","SIM-S0066","SIM-S0066-MIX","MIX","MIX-3","Temperature","24.8128","C","2026-09-02T05:56:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0066-P3","SIM-S0066","SIM-S0066-MIX","MIX","MIX-3","Temperature","24.9023","C","2026-09-02T06:04:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0066-P4","SIM-S0066","SIM-S0066-MIX","MIX","MIX-3","Temperature","24.6822","C","2026-09-02T06:12:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0066-P5","SIM-S0066","SIM-S0066-MIX","MIX","MIX-3","Temperature","24.9636","C","2026-09-02T06:20:00Z","2026-09-02T05:40:00Z","2026-09-02T06:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0067-P0","SIM-S0067","SIM-S0067-MIX","MIX","MIX-1","Temperature","25.6613","C","2026-09-02T07:10:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0067-P1","SIM-S0067","SIM-S0067-MIX","MIX","MIX-1","Temperature","25.5937","C","2026-09-02T07:18:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0067-P2","SIM-S0067","SIM-S0067-MIX","MIX","MIX-1","Temperature","25.5182","C","2026-09-02T07:26:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0067-P3","SIM-S0067","SIM-S0067-MIX","MIX","MIX-1","Temperature","25.6172","C","2026-09-02T07:34:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0067-P4","SIM-S0067","SIM-S0067-MIX","MIX","MIX-1","Temperature","25.2721","C","2026-09-02T07:42:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0067-P5","SIM-S0067","SIM-S0067-MIX","MIX","MIX-1","Temperature","25.2398","C","2026-09-02T07:50:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0068-P0","SIM-S0068","SIM-S0068-MIX","MIX","MIX-2","Temperature","24.9385","C","2026-09-02T07:10:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0068-P1","SIM-S0068","SIM-S0068-MIX","MIX","MIX-2","Temperature","24.594","C","2026-09-02T07:18:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0068-P2","SIM-S0068","SIM-S0068-MIX","MIX","MIX-2","Temperature","24.8574","C","2026-09-02T07:26:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0068-P3","SIM-S0068","SIM-S0068-MIX","MIX","MIX-2","Temperature","24.8939","C","2026-09-02T07:34:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0068-P4","SIM-S0068","SIM-S0068-MIX","MIX","MIX-2","Temperature","24.9207","C","2026-09-02T07:42:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0068-P5","SIM-S0068","SIM-S0068-MIX","MIX","MIX-2","Temperature","24.7427","C","2026-09-02T07:50:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0069-P0","SIM-S0069","SIM-S0069-MIX","MIX","MIX-3","Temperature","24.4754","C","2026-09-02T07:10:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0069-P1","SIM-S0069","SIM-S0069-MIX","MIX","MIX-3","Temperature","24.8893","C","2026-09-02T07:18:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0069-P2","SIM-S0069","SIM-S0069-MIX","MIX","MIX-3","Temperature","24.9319","C","2026-09-02T07:26:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0069-P3","SIM-S0069","SIM-S0069-MIX","MIX","MIX-3","Temperature","24.9103","C","2026-09-02T07:34:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0069-P4","SIM-S0069","SIM-S0069-MIX","MIX","MIX-3","Temperature","24.826","C","2026-09-02T07:42:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0069-P5","SIM-S0069","SIM-S0069-MIX","MIX","MIX-3","Temperature","24.5552","C","2026-09-02T07:50:00Z","2026-09-02T07:10:00Z","2026-09-02T08:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0070-P0","SIM-S0070","SIM-S0070-MIX","MIX","MIX-1","Temperature","25.4527","C","2026-09-02T08:40:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0070-P1","SIM-S0070","SIM-S0070-MIX","MIX","MIX-1","Temperature","25.3843","C","2026-09-02T08:48:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0070-P2","SIM-S0070","SIM-S0070-MIX","MIX","MIX-1","Temperature","25.4065","C","2026-09-02T08:56:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0070-P3","SIM-S0070","SIM-S0070-MIX","MIX","MIX-1","Temperature","25.2227","C","2026-09-02T09:04:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0070-P4","SIM-S0070","SIM-S0070-MIX","MIX","MIX-1","Temperature","25.1898","C","2026-09-02T09:12:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0070-P5","SIM-S0070","SIM-S0070-MIX","MIX","MIX-1","Temperature","25.2912","C","2026-09-02T09:20:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0071-P0","SIM-S0071","SIM-S0071-MIX","MIX","MIX-2","Temperature","24.3034","C","2026-09-02T08:40:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0071-P1","SIM-S0071","SIM-S0071-MIX","MIX","MIX-2","Temperature","23.9344","C","2026-09-02T08:48:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0071-P2","SIM-S0071","SIM-S0071-MIX","MIX","MIX-2","Temperature","24.3359","C","2026-09-02T08:56:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0071-P3","SIM-S0071","SIM-S0071-MIX","MIX","MIX-2","Temperature","24.0432","C","2026-09-02T09:04:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0071-P4","SIM-S0071","SIM-S0071-MIX","MIX","MIX-2","Temperature","23.8759","C","2026-09-02T09:12:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0071-P5","SIM-S0071","SIM-S0071-MIX","MIX","MIX-2","Temperature","24.266","C","2026-09-02T09:20:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0072-P0","SIM-S0072","SIM-S0072-MIX","MIX","MIX-3","Temperature","24.6384","C","2026-09-02T08:40:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0072-P1","SIM-S0072","SIM-S0072-MIX","MIX","MIX-3","Temperature","24.5247","C","2026-09-02T08:48:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0072-P2","SIM-S0072","SIM-S0072-MIX","MIX","MIX-3","Temperature","24.715","C","2026-09-02T08:56:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0072-P3","SIM-S0072","SIM-S0072-MIX","MIX","MIX-3","Temperature","24.6268","C","2026-09-02T09:04:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0072-P4","SIM-S0072","SIM-S0072-MIX","MIX","MIX-3","Temperature","24.6153","C","2026-09-02T09:12:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0072-P5","SIM-S0072","SIM-S0072-MIX","MIX","MIX-3","Temperature","24.2991","C","2026-09-02T09:20:00Z","2026-09-02T08:40:00Z","2026-09-02T09:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0073-P0","SIM-S0073","SIM-S0073-MIX","MIX","MIX-1","Temperature","23.614","C","2026-09-02T10:10:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0073-P1","SIM-S0073","SIM-S0073-MIX","MIX","MIX-1","Temperature","23.7471","C","2026-09-02T10:18:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0073-P2","SIM-S0073","SIM-S0073-MIX","MIX","MIX-1","Temperature","23.9657","C","2026-09-02T10:26:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0073-P3","SIM-S0073","SIM-S0073-MIX","MIX","MIX-1","Temperature","23.6638","C","2026-09-02T10:34:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0073-P4","SIM-S0073","SIM-S0073-MIX","MIX","MIX-1","Temperature","23.7646","C","2026-09-02T10:42:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0073-P5","SIM-S0073","SIM-S0073-MIX","MIX","MIX-1","Temperature","23.6056","C","2026-09-02T10:50:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0074-P0","SIM-S0074","SIM-S0074-MIX","MIX","MIX-2","Temperature","24.8823","C","2026-09-02T10:10:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0074-P1","SIM-S0074","SIM-S0074-MIX","MIX","MIX-2","Temperature","24.7862","C","2026-09-02T10:18:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0074-P2","SIM-S0074","SIM-S0074-MIX","MIX","MIX-2","Temperature","24.8675","C","2026-09-02T10:26:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0074-P3","SIM-S0074","SIM-S0074-MIX","MIX","MIX-2","Temperature","24.7617","C","2026-09-02T10:34:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0074-P4","SIM-S0074","SIM-S0074-MIX","MIX","MIX-2","Temperature","24.8242","C","2026-09-02T10:42:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0074-P5","SIM-S0074","SIM-S0074-MIX","MIX","MIX-2","Temperature","24.7711","C","2026-09-02T10:50:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0075-P0","SIM-S0075","SIM-S0075-MIX","MIX","MIX-3","Temperature","25.1219","C","2026-09-02T10:10:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0075-P1","SIM-S0075","SIM-S0075-MIX","MIX","MIX-3","Temperature","25.19","C","2026-09-02T10:18:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0075-P2","SIM-S0075","SIM-S0075-MIX","MIX","MIX-3","Temperature","25.0805","C","2026-09-02T10:26:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0075-P3","SIM-S0075","SIM-S0075-MIX","MIX","MIX-3","Temperature","24.9982","C","2026-09-02T10:34:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0075-P4","SIM-S0075","SIM-S0075-MIX","MIX","MIX-3","Temperature","25.3216","C","2026-09-02T10:42:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0075-P5","SIM-S0075","SIM-S0075-MIX","MIX","MIX-3","Temperature","25.0354","C","2026-09-02T10:50:00Z","2026-09-02T10:10:00Z","2026-09-02T11:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0076-P0","SIM-S0076","SIM-S0076-MIX","MIX","MIX-1","Temperature","24.5964","C","2026-09-02T11:40:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0076-P1","SIM-S0076","SIM-S0076-MIX","MIX","MIX-1","Temperature","24.6013","C","2026-09-02T11:48:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0076-P2","SIM-S0076","SIM-S0076-MIX","MIX","MIX-1","Temperature","24.4605","C","2026-09-02T11:56:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0076-P3","SIM-S0076","SIM-S0076-MIX","MIX","MIX-1","Temperature","24.3255","C","2026-09-02T12:04:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0076-P4","SIM-S0076","SIM-S0076-MIX","MIX","MIX-1","Temperature","24.6993","C","2026-09-02T12:12:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0076-P5","SIM-S0076","SIM-S0076-MIX","MIX","MIX-1","Temperature","24.4797","C","2026-09-02T12:20:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0077-P0","SIM-S0077","SIM-S0077-MIX","MIX","MIX-2","Temperature","24.6958","C","2026-09-02T11:40:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0077-P1","SIM-S0077","SIM-S0077-MIX","MIX","MIX-2","Temperature","25.0067","C","2026-09-02T11:48:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0077-P2","SIM-S0077","SIM-S0077-MIX","MIX","MIX-2","Temperature","24.6928","C","2026-09-02T11:56:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0077-P3","SIM-S0077","SIM-S0077-MIX","MIX","MIX-2","Temperature","24.8378","C","2026-09-02T12:04:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0077-P4","SIM-S0077","SIM-S0077-MIX","MIX","MIX-2","Temperature","24.7481","C","2026-09-02T12:12:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0077-P5","SIM-S0077","SIM-S0077-MIX","MIX","MIX-2","Temperature","24.5741","C","2026-09-02T12:20:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0078-P0","SIM-S0078","SIM-S0078-MIX","MIX","MIX-3","Temperature","24.411","C","2026-09-02T11:40:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0078-P1","SIM-S0078","SIM-S0078-MIX","MIX","MIX-3","Temperature","24.6617","C","2026-09-02T11:48:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0078-P2","SIM-S0078","SIM-S0078-MIX","MIX","MIX-3","Temperature","24.2713","C","2026-09-02T11:56:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0078-P3","SIM-S0078","SIM-S0078-MIX","MIX","MIX-3","Temperature","24.7245","C","2026-09-02T12:04:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0078-P4","SIM-S0078","SIM-S0078-MIX","MIX","MIX-3","Temperature","24.5911","C","2026-09-02T12:12:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0078-P5","SIM-S0078","SIM-S0078-MIX","MIX","MIX-3","Temperature","24.5142","C","2026-09-02T12:20:00Z","2026-09-02T11:40:00Z","2026-09-02T12:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0079-P0","SIM-S0079","SIM-S0079-MIX","MIX","MIX-1","Temperature","24.1371","C","2026-09-02T13:10:00Z","2026-09-02T13:10:00Z","2026-09-02T14:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0079-P1","SIM-S0079","SIM-S0079-MIX","MIX","MIX-1","Temperature","24.1953","C","2026-09-02T13:18:00Z","2026-09-02T13:10:00Z","2026-09-02T14:00:00Z","SYNTHETIC","25","30","50","60"
